".id","TCGA.3N.A9WB.06","TCGA.3N.A9WC.06","TCGA.3N.A9WD.06","TCGA.BF.A1PU.01","TCGA.BF.A1PV.01","TCGA.BF.A1PX.01","TCGA.BF.A1PZ.01","TCGA.BF.A1Q0.01","TCGA.BF.A3DJ.01","TCGA.BF.A3DL.01","TCGA.BF.A3DM.01","TCGA.BF.A3DN.01","TCGA.BF.A5EO.01","TCGA.BF.A5EP.01","TCGA.BF.A5EQ.01","TCGA.BF.A5ER.01","TCGA.BF.A5ES.01","TCGA.BF.A9VF.01","TCGA.BF.AAOU.01","TCGA.BF.AAOX.01","TCGA.BF.AAP0.06","TCGA.BF.AAP1.01","TCGA.BF.AAP2.01","TCGA.BF.AAP4.01","TCGA.BF.AAP6.01","TCGA.BF.AAP7.01","TCGA.BF.AAP8.01","TCGA.D3.A1Q1.06","TCGA.D3.A1Q3.06","TCGA.D3.A1Q4.06","TCGA.D3.A1Q5.06","TCGA.D3.A1Q6.06","TCGA.D3.A1Q7.06","TCGA.D3.A1Q8.06","TCGA.D3.A1Q9.06","TCGA.D3.A1QA.06","TCGA.D3.A1QB.06","TCGA.D3.A2J6.06","TCGA.D3.A2J7.06","TCGA.D3.A2J8.06","TCGA.D3.A2J9.06","TCGA.D3.A2JA.06","TCGA.D3.A2JB.06","TCGA.D3.A2JC.06","TCGA.D3.A2JD.06","TCGA.D3.A2JE.06","TCGA.D3.A2JF.06","TCGA.D3.A2JG.06","TCGA.D3.A2JH.06","TCGA.D3.A2JK.06","TCGA.D3.A2JL.06","TCGA.D3.A2JN.06","TCGA.D3.A2JO.06","TCGA.D3.A2JP.06","TCGA.D3.A3BZ.06","TCGA.D3.A3C1.06","TCGA.D3.A3C3.06","TCGA.D3.A3C6.06","TCGA.D3.A3C7.06","TCGA.D3.A3C8.06","TCGA.D3.A3CB.06","TCGA.D3.A3CC.06","TCGA.D3.A3CE.06","TCGA.D3.A3CF.06","TCGA.D3.A3ML.06","TCGA.D3.A3MO.06","TCGA.D3.A3MR.06","TCGA.D3.A3MU.06","TCGA.D3.A3MV.06","TCGA.D3.A51E.06","TCGA.D3.A51F.06","TCGA.D3.A51G.06","TCGA.D3.A51J.06","TCGA.D3.A51K.06","TCGA.D3.A51N.06","TCGA.D3.A51R.06","TCGA.D3.A51T.06","TCGA.D3.A5GL.06","TCGA.D3.A5GN.06","TCGA.D3.A5GO.06","TCGA.D3.A5GR.06","TCGA.D3.A5GS.06","TCGA.D3.A5GT.01","TCGA.D3.A5GU.06","TCGA.D3.A8GB.06","TCGA.D3.A8GC.06","TCGA.D3.A8GD.06","TCGA.D3.A8GE.06","TCGA.D3.A8GI.06","TCGA.D3.A8GJ.06","TCGA.D3.A8GK.06","TCGA.D3.A8GL.06","TCGA.D3.A8GM.06","TCGA.D3.A8GN.06","TCGA.D3.A8GO.06","TCGA.D3.A8GP.06","TCGA.D3.A8GQ.06","TCGA.D3.A8GR.06","TCGA.D3.A8GS.06","TCGA.D3.A8GV.06","TCGA.D9.A148.06","TCGA.D9.A149.06","TCGA.D9.A1JW.06","TCGA.D9.A1JX.06","TCGA.D9.A1X3.06","TCGA.D9.A3Z1.06","TCGA.D9.A3Z3.06","TCGA.D9.A3Z4.01","TCGA.D9.A4Z3.01","TCGA.D9.A4Z5.01","TCGA.D9.A4Z6.06","TCGA.D9.A6E9.06","TCGA.D9.A6EA.06","TCGA.D9.A6EC.06","TCGA.D9.A6EG.06","TCGA.DA.A1HV.06","TCGA.DA.A1HW.06","TCGA.DA.A1HY.06","TCGA.DA.A1I0.06","TCGA.DA.A1I1.06","TCGA.DA.A1I2.06","TCGA.DA.A1I4.06","TCGA.DA.A1I5.06","TCGA.DA.A1I7.06","TCGA.DA.A1I8.06","TCGA.DA.A1IA.06","TCGA.DA.A1IB.06","TCGA.DA.A1IC.06","TCGA.DA.A3F2.06","TCGA.DA.A3F3.06","TCGA.DA.A3F5.06","TCGA.DA.A3F8.06","TCGA.DA.A95V.06","TCGA.DA.A95W.06","TCGA.DA.A95X.06","TCGA.DA.A95Y.06","TCGA.DA.A95Z.06","TCGA.DA.A960.01","TCGA.EB.A1NK.01","TCGA.EB.A24C.01","TCGA.EB.A24D.01","TCGA.EB.A299.01","TCGA.EB.A3HV.01","TCGA.EB.A3XB.01","TCGA.EB.A3XC.01","TCGA.EB.A3XD.01","TCGA.EB.A3XE.01","TCGA.EB.A3XF.01","TCGA.EB.A3Y6.01","TCGA.EB.A3Y7.01","TCGA.EB.A41A.01","TCGA.EB.A41B.01","TCGA.EB.A42Y.01","TCGA.EB.A42Z.01","TCGA.EB.A430.01","TCGA.EB.A431.01","TCGA.EB.A44N.01","TCGA.EB.A44O.01","TCGA.EB.A44P.01","TCGA.EB.A44Q.06","TCGA.EB.A44R.06","TCGA.EB.A4IQ.01","TCGA.EB.A4IS.01","TCGA.EB.A4OY.01","TCGA.EB.A4OZ.01","TCGA.EB.A4P0.01","TCGA.EB.A4XL.01","TCGA.EB.A51B.01","TCGA.EB.A550.01","TCGA.EB.A551.01","TCGA.EB.A553.01","TCGA.EB.A57M.01","TCGA.EB.A5FP.01","TCGA.EB.A5KH.06","TCGA.EB.A5SE.01","TCGA.EB.A5SF.01","TCGA.EB.A5SG.06","TCGA.EB.A5SH.06","TCGA.EB.A5UL.06","TCGA.EB.A5UM.01","TCGA.EB.A5UN.06","TCGA.EB.A5VU.01","TCGA.EB.A5VV.06","TCGA.EB.A6L9.06","TCGA.EB.A6QY.01","TCGA.EB.A6QZ.01","TCGA.EB.A6R0.01","TCGA.EB.A82B.01","TCGA.EB.A82C.01","TCGA.EB.A85I.01","TCGA.EB.A85J.01","TCGA.EB.A97M.01","TCGA.EE.A17X.06","TCGA.EE.A17Y.06","TCGA.EE.A17Z.06","TCGA.EE.A180.06","TCGA.EE.A181.06","TCGA.EE.A182.06","TCGA.EE.A183.06","TCGA.EE.A184.06","TCGA.EE.A185.06","TCGA.EE.A20B.06","TCGA.EE.A20C.06","TCGA.EE.A20F.06","TCGA.EE.A20H.06","TCGA.EE.A20I.06","TCGA.EE.A29A.06","TCGA.EE.A29B.06","TCGA.EE.A29C.06","TCGA.EE.A29D.06","TCGA.EE.A29E.06","TCGA.EE.A29G.06","TCGA.EE.A29H.06","TCGA.EE.A29L.06","TCGA.EE.A29M.06","TCGA.EE.A29N.06","TCGA.EE.A29P.06","TCGA.EE.A29Q.06","TCGA.EE.A29R.06","TCGA.EE.A29S.06","TCGA.EE.A29T.06","TCGA.EE.A29V.06","TCGA.EE.A29W.06","TCGA.EE.A29X.06","TCGA.EE.A2A0.06","TCGA.EE.A2A1.06","TCGA.EE.A2A2.06","TCGA.EE.A2A5.06","TCGA.EE.A2A6.06","TCGA.EE.A2GB.06","TCGA.EE.A2GC.06","TCGA.EE.A2GD.06","TCGA.EE.A2GE.06","TCGA.EE.A2GH.06","TCGA.EE.A2GI.06","TCGA.EE.A2GJ.06","TCGA.EE.A2GK.06","TCGA.EE.A2GL.06","TCGA.EE.A2GM.06","TCGA.EE.A2GN.06","TCGA.EE.A2GO.06","TCGA.EE.A2GP.06","TCGA.EE.A2GR.06","TCGA.EE.A2GS.06","TCGA.EE.A2GT.06","TCGA.EE.A2GU.06","TCGA.EE.A2M5.06","TCGA.EE.A2M6.06","TCGA.EE.A2M7.06","TCGA.EE.A2M8.06","TCGA.EE.A2MC.06","TCGA.EE.A2MD.06","TCGA.EE.A2ME.06","TCGA.EE.A2MF.06","TCGA.EE.A2MG.06","TCGA.EE.A2MH.06","TCGA.EE.A2MI.06","TCGA.EE.A2MJ.06","TCGA.EE.A2MK.06","TCGA.EE.A2ML.06","TCGA.EE.A2MM.06","TCGA.EE.A2MN.06","TCGA.EE.A2MP.06","TCGA.EE.A2MQ.06","TCGA.EE.A2MR.06","TCGA.EE.A2MS.06","TCGA.EE.A2MT.06","TCGA.EE.A2MU.06","TCGA.EE.A3AA.06","TCGA.EE.A3AB.06","TCGA.EE.A3AC.06","TCGA.EE.A3AD.06","TCGA.EE.A3AE.06","TCGA.EE.A3AF.06","TCGA.EE.A3AG.06","TCGA.EE.A3AH.06","TCGA.EE.A3J3.06","TCGA.EE.A3J4.06","TCGA.EE.A3J5.06","TCGA.EE.A3J7.06","TCGA.EE.A3J8.06","TCGA.EE.A3JA.06","TCGA.EE.A3JB.06","TCGA.EE.A3JD.06","TCGA.EE.A3JE.06","TCGA.EE.A3JH.06","TCGA.EE.A3JI.06","TCGA.ER.A193.06","TCGA.ER.A194.01","TCGA.ER.A195.06","TCGA.ER.A196.01","TCGA.ER.A197.06","TCGA.ER.A198.06","TCGA.ER.A199.06","TCGA.ER.A19A.06","TCGA.ER.A19B.06","TCGA.ER.A19C.06","TCGA.ER.A19D.06","TCGA.ER.A19E.06","TCGA.ER.A19F.06","TCGA.ER.A19G.06","TCGA.ER.A19H.06","TCGA.ER.A19J.06","TCGA.ER.A19K.01","TCGA.ER.A19L.06","TCGA.ER.A19M.06","TCGA.ER.A19N.06","TCGA.ER.A19O.06","TCGA.ER.A19P.06","TCGA.ER.A19Q.06","TCGA.ER.A19S.06","TCGA.ER.A19T.01","TCGA.ER.A19W.06","TCGA.ER.A1A1.06","TCGA.ER.A2NB.01","TCGA.ER.A2NC.06","TCGA.ER.A2ND.06","TCGA.ER.A2NE.06","TCGA.ER.A2NF.01","TCGA.ER.A2NG.06","TCGA.ER.A2NH.06","TCGA.ER.A3ES.06","TCGA.ER.A3ET.06","TCGA.ER.A3EV.06","TCGA.ER.A3PL.06","TCGA.ER.A42H.01","TCGA.ER.A42K.06","TCGA.ER.A42L.06","TCGA.FR.A2OS.01","TCGA.FR.A3R1.01","TCGA.FR.A3YN.06","TCGA.FR.A3YO.06","TCGA.FR.A44A.06","TCGA.FR.A69P.06","TCGA.FR.A726.01","TCGA.FR.A728.01","TCGA.FR.A729.06","TCGA.FR.A7U8.06","TCGA.FR.A7U9.06","TCGA.FR.A7UA.06","TCGA.FR.A8YC.06","TCGA.FR.A8YD.06","TCGA.FR.A8YE.06","TCGA.FS.A1YW.06","TCGA.FS.A1YX.06","TCGA.FS.A1YY.06","TCGA.FS.A1Z0.06","TCGA.FS.A1Z3.06","TCGA.FS.A1Z4.06","TCGA.FS.A1Z7.06","TCGA.FS.A1ZA.06","TCGA.FS.A1ZB.06","TCGA.FS.A1ZC.06","TCGA.FS.A1ZD.06","TCGA.FS.A1ZE.06","TCGA.FS.A1ZF.06","TCGA.FS.A1ZG.06","TCGA.FS.A1ZH.06","TCGA.FS.A1ZJ.06","TCGA.FS.A1ZK.06","TCGA.FS.A1ZM.06","TCGA.FS.A1ZN.01","TCGA.FS.A1ZP.06","TCGA.FS.A1ZQ.06","TCGA.FS.A1ZR.06","TCGA.FS.A1ZS.06","TCGA.FS.A1ZT.06","TCGA.FS.A1ZU.06","TCGA.FS.A1ZW.06","TCGA.FS.A1ZY.06","TCGA.FS.A1ZZ.06","TCGA.FS.A4F0.06","TCGA.FS.A4F2.06","TCGA.FS.A4F4.06","TCGA.FS.A4F5.06","TCGA.FS.A4F8.06","TCGA.FS.A4F9.06","TCGA.FS.A4FB.06","TCGA.FS.A4FC.06","TCGA.FS.A4FD.06","TCGA.FW.A3I3.06","TCGA.FW.A3R5.06","TCGA.FW.A3TU.06","TCGA.FW.A3TV.06","TCGA.FW.A5DX.01","TCGA.FW.A5DY.06","TCGA.GF.A2C7.01","TCGA.GF.A3OT.06","TCGA.GF.A4EO.06","TCGA.GF.A6C8.06","TCGA.GF.A6C9.06","TCGA.GF.A769.01","TCGA.GN.A262.06","TCGA.GN.A263.01","TCGA.GN.A264.06","TCGA.GN.A265.06","TCGA.GN.A266.06","TCGA.GN.A267.06","TCGA.GN.A268.06","TCGA.GN.A26A.06","TCGA.GN.A26C.01","TCGA.GN.A26D.06","TCGA.GN.A4U3.06","TCGA.GN.A4U4.06","TCGA.GN.A4U5.01","TCGA.GN.A4U7.06","TCGA.GN.A4U8.06","TCGA.GN.A4U9.06","TCGA.GN.A8LK.06","TCGA.GN.A8LL.06","TCGA.GN.A8LN.01","TCGA.GN.A9SD.06","TCGA.HR.A2OG.06","TCGA.HR.A2OH.06","TCGA.HR.A5NC.01","TCGA.IH.A3EA.01","TCGA.LH.A9QB.06","TCGA.OD.A75X.06","TCGA.QB.A6FS.06","TCGA.QB.AA9O.06","TCGA.RP.A690.06","TCGA.RP.A693.06","TCGA.RP.A694.06","TCGA.RP.A695.06","TCGA.RP.A6K9.06","TCGA.W3.A825.06","TCGA.W3.A828.06","TCGA.W3.AA1O.06","TCGA.W3.AA1Q.06","TCGA.W3.AA1R.06","TCGA.W3.AA1V.06","TCGA.W3.AA1W.06","TCGA.W3.AA21.06","TCGA.WE.A8JZ.06","TCGA.WE.A8K1.06","TCGA.WE.A8K4.01","TCGA.WE.A8K5.06","TCGA.WE.A8K6.06","TCGA.WE.A8ZM.06","TCGA.WE.A8ZN.06","TCGA.WE.A8ZO.06","TCGA.WE.A8ZQ.06","TCGA.WE.A8ZR.06","TCGA.WE.A8ZT.06","TCGA.WE.A8ZX.06","TCGA.WE.A8ZY.06","TCGA.WE.AA9Y.06","TCGA.WE.AAA0.06","TCGA.WE.AAA3.06","TCGA.WE.AAA4.06","TCGA.XV.A9VZ.01","TCGA.XV.A9W2.01","TCGA.XV.A9W5.01","TCGA.XV.AAZV.01","TCGA.XV.AAZW.01","TCGA.XV.AAZY.01","TCGA.XV.AB01.06","TCGA.YD.A89C.06","TCGA.YD.A9TA.06","TCGA.YD.A9TB.06","TCGA.YG.AA3N.01","TCGA.YG.AA3O.06","TCGA.YG.AA3P.06","TCGA.Z2.A8RT.06","TCGA.Z2.AA3S.06","TCGA.Z2.AA3V.06"
"DDR.16",0.528538846,0.018460994,-0.316637321,0.21773254,0.641883105,0.102198543,0.081819468,0.5414624,0.253932404,-0.1405359,0.302464741,0.498483377,-0.34619287,0.422135425,0.2017123,0.082469802,0.09442459,0.117263938,0.144766693,0.355725847,0.005702373,-0.006579372,0.030044761,0.474570934,0.642463802,-0.31203141,-0.202771411,0.620267887,0.495989866,0.607757205,0.109790444,0.504834516,0.548050883,0.338841322,0.630818598,0.663209969,-0.091054019,0.550175748,0.461379517,0.38020172,0.39928856,0.541240016,0.516461687,0.390524077,-0.102146862,0.634452283,-0.340762496,0.173834976,0.624246696,-0.504260456,0.134448855,0.066437744,0.585108082,0.256970026,0.209430527,-0.56104664,0.502951803,0.721568441,0.030795352,0.422886223,0.282788644,0.510689218,0.653522318,0.477240433,0.584660868,0.358118245,-0.165065751,-0.017475014,0.616055186,0.545264527,0.286774174,0.632820314,0.458181794,-0.168972896,0.028638891,0.646720525,0.417532822,0.586357969,0.477849928,0.005947636,0.579479114,0.031448077,0.164741682,0.407538138,-0.368583752,0.728251652,0.428883474,-0.47242793,0.017781272,0.084713152,0.536523061,0.546329543,0.638500665,0.170274082,-0.376338276,0.524719327,0.373020054,0.023716458,0.252367808,0.47276353,0.321851357,0.593995919,0.101695898,0.514097203,0.512236889,0.531381789,0.368007967,0.355051133,0.49007421,-0.530994266,0.600268281,-0.128141115,0.486789276,0.285506628,0.463580728,0.53251811,0.512804185,0.539834916,-0.225948863,0.338667614,0.455199382,0.427208239,0.261372909,0.372749547,0.267214421,-0.256144589,0.27663427,0.422745937,-0.654674057,0.529960563,0.677980803,0.527318617,-0.365398003,0.494813198,0.536251016,-0.009145452,0.532540477,0.059193571,0.013629699,0.330094279,0.594408471,-0.217569525,-0.273289506,0.520193328,0.564397299,-0.45972545,-0.433354078,0.44239377,0.452708231,-0.27212179,0.174909887,0.086154139,0.409786869,0.228005956,0.228128419,0.612018493,0.46195348,0.584751204,0.195626251,0.538595693,0.201822389,0.266180411,0.381179388,-0.551817181,-0.463931745,0.1106073,0.062482099,0.363012651,0.157125046,0.37764469,-0.054048653,-0.586470268,0.6573242,0.114599301,0.548182469,-0.59465575,0.024363117,-0.421149358,0.620654238,0.134812854,0.501727636,0.622971913,0.019759264,-0.3938059,0.609727734,0.477995261,0.659745428,0.237314452,0.38860978,-0.065914526,0.269974595,-0.118132504,0.49916332,0.518088147,0.502150422,0.570543871,0.677828542,-0.24578862,0.035436214,0.425337493,0.559324526,0.218193513,0.216183778,0.566781186,0.578037475,0.186799826,0.420296226,0.462781848,0.256719369,0.579823206,0.580362356,0.372121913,0.409861754,0.69388988,0.600973542,0.67850196,0.49732697,0.575585006,0.496571928,0.475082814,0.454747544,0.218779589,0.619898056,0.162614815,0.597313813,0.263351399,0.707841863,0.626604731,0.628740504,0.457381874,0.473864333,0.129919043,0.421431,0.189973886,0.337725317,0.329179288,0.280668583,0.510181983,0.588988274,0.481010204,0.190998835,0.542138113,0.571601479,0.45541256,-0.027469495,0.590701568,0.44826094,0.664111265,0.033379071,0.391846048,0.359610809,0.692507711,0.478330628,0.454545317,0.426390337,0.392606901,0.256724222,0.627139772,-0.068461279,0.133450248,0.559416843,0.111183825,-0.15187933,0.634061676,0.570455028,0.593318684,0.577615558,0.380612894,0.454384191,0.077871114,0.588839376,0.498320484,0.612251737,0.489562151,0.580105583,0.4978013,0.50073772,0.5214762,0.546455994,0.494627454,0.493768111,0.564550002,0.663005553,0.670333601,0.498900126,0.312580042,0.632696558,0.358902989,-0.401050668,0.501924061,-0.003545367,0.156845913,0.755221606,0.582725548,0.25424787,0.604032847,0.319932963,0.342917261,0.696015858,0.56813915,0.741890585,0.607571588,0.289334633,0.547269695,-0.14462763,0.662171233,0.385844852,-0.660318097,0.107092585,0.245899371,0.183722574,0.402940798,0.711235614,0.609018734,-0.585970234,0.380374194,-0.117349432,0.596985905,0.224669574,0.455827721,0.480760061,0.42421686,0.070168657,0.205610959,0.495978768,0.264139664,0.445582851,0.313334702,0.521684624,0.58613668,0.381174761,-0.234249908,0.474080252,0.662216816,0.368497096,0.393457938,0.542910865,0.452140971,0.45412763,0.03002062,0.118502775,-0.039576523,-0.028084788,0.211287694,0.653674631,0.054848785,0.55743732,0.577713735,0.69664334,0.439123754,0.38185002,0.206084463,0.599993016,0.598619066,0.510433305,0.550147386,0.239832319,0.365682581,0.645720868,0.559940338,0.432904023,0.411444865,0.438313117,0.105524557,0.639343191,0.459603535,0.563568336,0.611102517,0.683772144,0.388689526,0.429829495,0.503458782,0.487924302,-0.057514256,0.064749525,0.405699003,0.640902155,0.528937209,0.271663323,0.566185232,0.564414057,0.657737553,-0.351205608,0.550889033,0.758879956,0.226708166,0.638945397,0.440490739,0.407930657,0.533620288,0.024137786,0.592565574,0.199279196,0.424844129,0.500748605,0.472178772,0.521695168,0.340468326,0.721932675,0.349114404,0.256190011,0.574327163,0.536014278,0.649553334,-0.180414841,0.113668356,0.527259302,0.628161831,0.274680214,-0.352757357,0.287203385,0.203591751,0.478919019,0.548040864,0.39469125,-0.017098987,0.113329362,0.720960196,-0.200321273,-0.035783232,-0.252956161,0.514024632,0.632780706,0.413659594,-0.472837934,0.365204193,-0.056901098,0.675907965,0.262493102,0.482393433,0.542710053,0.416531455,0.151018161,0.542053349,0.636624859,0.232143871,0.375610743,-0.305132181,0.241326067,-0.383508754,0.374461908,0.368045496,0.657105951,0.399060914,0.601895504,0.428161023,-0.120806811,0.25983337,0.381851957,-0.371172498,0.12315945,0.421757894,0.227890492,-0.242009109,0.364708612,-0.185762657,-0.300563927,0.611939717,0.366556777,0.426284617,-0.038996873,0.614820444,0.138500243,0.532867247,0.579666516,-0.389189799
"T_cells.T.IO",-0.744144491,0.750917165,0.584890048,-0.586609164,-0.588539454,0.737616413,-0.193267356,-0.045275885,-0.04892717,-0.259826368,-0.671706295,-0.509391071,0.21494792,-0.499108517,0.564566058,-0.509661933,0.041377349,-0.425734629,-0.094701579,-0.410144286,0.785563912,-0.620437686,0.015356544,0.608888302,-0.528136406,0.620591478,-0.291800244,-0.591108612,0.638803974,-0.192099687,-0.438720204,0.031668251,0.792562721,0.108314315,0.349330947,-0.140648962,0.745105883,0.407586509,0.562159444,0.778345996,0.859667337,0.415803144,0.797191574,0.610907977,0.573986029,-0.540794727,0.64523775,-0.4331752,0.807191808,-0.137406495,0.680803538,0.614059554,0.728428533,0.60989292,0.641347321,0.086087583,0.536961301,-0.680489519,0.587593521,0.828713279,0.802296571,-0.576719145,0.664591477,0.676084754,-0.638931737,-0.593843022,0.735000268,0.07522964,-0.538516869,0.630079634,0.842974387,0.14842351,0.787429598,0.337017273,0.240186563,-0.758903065,-0.007372815,-0.609365004,0.409662839,0.398615737,0.569063077,0.499047569,-0.612675639,0.330854515,0.734524387,-0.240554504,0.765306544,0.644708266,-0.310175011,0.792681358,-0.510501256,-0.795124421,0.380953287,0.640602286,0.379019092,-0.393963475,0.04861286,-0.530121349,0.637335018,-0.37397433,0.350842862,0.484060844,0.642219174,0.62461422,-0.745447153,0.686408871,0.586945128,0.308252776,-0.073439865,-0.433740598,-0.358511132,0.741767673,-0.482596358,-0.607726863,-0.48605039,0.633678523,0.74064412,-0.599055051,0.417890597,0.521459245,0.074743452,-0.347868526,0.704041213,0.071561298,-0.562031146,-0.072360422,0.855937667,-0.002852479,0.724448535,-0.145976303,-0.224961964,0.837075481,0.394268848,0.005529489,0.066539015,-0.319182474,-0.331970822,-0.382112405,-0.069505711,-0.690049283,-0.111575069,0.245355243,-0.216606721,0.094340742,-0.107564163,0.598117036,0.361206149,-0.284764191,-0.023919998,-0.29440806,-0.516876217,-0.097688082,-0.258975328,0.005773219,0.192969374,-0.434010329,0.445430966,-0.359489555,-0.158246949,0.702314115,0.503652584,-0.47971194,0.714626729,0.23488824,0.592352768,-0.111374932,0.351909889,-0.320951665,-0.345922529,0.72732397,0.270992784,-0.085968683,-0.677215658,-0.198477401,-0.508856607,-0.264064702,0.811529458,0.164906281,0.56814497,0.56682157,-0.268892239,-0.654716287,0.829776485,0.714356615,-0.376187326,-0.578427429,0.558272104,0.493802567,-0.616626637,0.593667324,0.662335841,0.141344722,-0.234577132,-0.540789504,-0.531691874,-0.384777986,0.720169633,0.189546279,0.53587458,0.425414348,-0.682627272,0.506090015,-0.633804628,0.467380401,-0.468442142,0.186914903,-0.621584377,-0.251232476,-0.140614271,-0.518438583,-0.674269725,-0.023532441,0.196076779,-0.682557579,0.505392744,0.648294374,0.798935823,-0.540717895,-0.506528866,0.345286622,0.507346189,-0.511977227,-0.421766983,0.478360502,0.496900152,0.685607609,0.352431685,-0.447556871,0.652623148,-0.330942778,0.669197063,-0.075982586,0.745172448,0.782644071,0.643146452,0.460389487,0.846067685,0.712120109,-0.135921387,-0.23699763,-0.494331615,-0.096296997,-0.686690886,-0.039591236,0.616033735,0.684231429,0.406976122,0.001181561,0.484918437,0.828596247,0.755915826,0.332567452,0.85333247,0.103688078,0.780429135,0.672971538,0.436202935,0.793138007,0.546826596,0.645638374,-0.311217082,0.654405802,0.505954739,-0.237407128,0.758102392,0.212836558,-0.110202245,0.665256388,0.527164292,0.271027055,0.467452076,-0.654606247,0.471475121,0.178453104,-0.535979484,-0.602343082,-0.032029704,-0.24471972,0.545585699,-0.201238974,-0.555770433,0.422689434,0.078722751,0.807689837,0.785471648,0.803108059,-0.160187562,0.682936249,0.408244427,0.721417458,-0.490207524,0.633178794,0.423529997,0.780076784,0.78378522,-0.207134074,-0.468506132,0.495411058,-0.260005557,-0.257649162,0.61337261,0.54993684,-0.418947603,-0.007898322,-0.357953435,0.630971528,0.660323626,0.597901446,0.854903215,0.602101479,0.839068742,-0.694040871,0.794234583,0.787039987,0.521569549,-0.154187825,-0.1939242,-0.646274495,0.580651924,0.734530718,0.840230505,-0.65496465,-0.023336378,0.164568367,-0.43522774,-0.644700084,-0.394241353,0.732578797,-0.6410494,0.153400967,0.534778254,-0.309736647,0.770874244,-0.350360293,-0.608771527,0.603972461,0.77271815,-0.627820211,0.405937932,0.882549963,0.105002969,-0.186242926,0.687176198,-0.212081841,-0.515523343,-0.635953818,0.59602884,-0.461387351,0.725875236,-0.489151582,0.144413645,-0.044602906,-0.698570701,-0.322114172,-0.602623309,-0.374531527,-0.481115443,0.723287023,-0.067538173,-0.657633203,0.64662138,-0.693098944,0.330829702,-0.016395456,-0.20970218,-0.28482632,0.553902335,-0.699252425,0.502463436,-0.569488772,-0.585059128,-0.674299535,-0.650020074,0.401241858,-0.556756876,0.770665538,-0.324801115,-0.656356086,-0.17347104,-0.216346901,-0.471992261,0.029966227,0.064987939,0.33332264,-0.378331268,0.715641817,-0.706765738,0.456024389,0.7887275,0.394674035,0.737081729,-0.614801845,-0.750729211,-0.034688139,-0.53654444,0.745133126,0.625950202,0.36607768,-0.583951981,0.468406155,0.728271292,-0.335574453,-0.474695776,-0.209734977,0.729824911,-0.546333095,0.698599936,-0.205329842,-0.512878111,0.016149831,-0.480633534,0.679129236,0.457601955,0.826207805,-0.577629895,-0.196442377,-0.386905744,-0.381463604,0.568009962,0.603434459,-0.478032747,0.468998148,0.209995023,0.068152239,0.444177183,0.61265702,-0.152324594,-0.595148973,0.501233537,0.107086399,0.305660863,0.832500612,-0.06573609,-0.245302251,0.695575136,0.677569931,0.15872884,-0.535697564,-0.66706418,0.568074978,0.446147886,-0.689331944,-0.007284844,-0.301586744,0.540359029,-0.342754133,0.200916686,0.276720894,0.49681777,0.6641436,-0.454697911,-0.584563834,-0.00534234,0.542532906,-0.621187619,0.399900227,0.3305266,-0.494647954,0.288621518,0.080691602,0.654357227,-0.087617749,-0.521337684,0.42623511,0.014159812,0.601823194
